1324840580 0
1076100380 1
1456658586 15
3016900203 28
550713549 42
733175916 58
355764239 72
3876682826 89
1817339292 104
1641514716 122
4064146593 137
3576165207 138
986458351 153
2050962466 171
120426947 172
4157953768 188
1632490032 203
4288159062 204
3960575395 219
4170581859 220
3173975683 238
1824598763 253
1010027423 270
2991928660 284
3670890264 285
1053863541 299
3393418926 320
3111439799 321
1252339456 342
2040521215 360
904427976 373
1645120427 374
868793962 387
519519544 405
3346458426 423
1955408996 441
1527650928 463
4209887671 480
3389137509 495
639651894 496
1680542921 514
1065461487 526
2406586574 527
456068916 547
1253810236 562
73299328 579
3715320346 593
2190866681 605
237489978 606
2209589927 607
2299039740 619
1979747459 633
2770991894 650
208505812 672
1315436182 689
2920584965 710
2291678594 730
818339881 749
1029820422 770
250284406 790
1044709466 811
1414866389 826
4109112074 827
352785259 847
2157266145 848
1091358758 869
3936436003 888
1019930660 908
4243560967 924
958745837 944
2054963113 965
2348186156 985
703573173 1002
436808068 1017
2481659626 1031
112534215 1032
3430991144 1044
2710206749 1056
442878018 1057
2351589277 1078
1377177661 1079
616035037 1100
709722351 1112
1210554946 1125
4108357602 1144
836470266 1166
556636567 1183
1190992710 1197
419856167 1209
1299885910 1210
2281676737 1211
90485288 1212
3163308336 1213
2138291984 1214
2337851728 1226
2842347092 1240
453316955 1241
3621680183 1255
2525584507 1267
562377906 1268
3106532558 1269
439229543 1270
1156895138 1271
3214333130 1283
1247460641 1302
1590105461 1303
3582240961 1322
2246163966 1323
1793646908 1342
1812617559 1343
4161889180 1362
1682613290 1363
3620292409 1364
4216120898 1365
9578627 1384
2878458006 1385
981646053 1404
3327239511 1405
1096949925 1424
1094478907 1425
255806021 1436
893059263 1437
2078901355 1448
3738186950 1460
1918200182 1461
780406752 1462
3519383434 1474
3572521560 1493
2869416870 1505
2043301388 1519
3035925756 1520
525332162 1536
1570086304 1548
3487089988 1562
1412137508 1563
189723444 1577
4057173417 1593
3187509921 1614
3793077427 1634
3610958248 1651
1102075808 1666
1139631023 1680
13793406 1681
2068971902 1702
1353143568 1723
1509893366 1724
330190178 1745
2776050137 1766
1417964352 1767
2270195495 1788
1561144079 1809
307646962 1824
868685739 1825
3695945623 1826
527184358 1841
3376921670 1859
2981910808 1874
1974970442 1875
2228564015 1890
3951722965 1891
3807634953 1906
2988706602 1921
1621935933 1922
2069205351 1940
3897018489 1941
1066038814 1959
3740396675 1974
2893320204 1991
3662130587 2005
1121303013 2026
3100654270 2039
1642687704 2053
62101888 2067
4194788423 2079
2944704714 2091
3580445346 2104
3930562529 2119
3166854164 2138
1335792027 2139
3600826762 2140
2442539566 2161
383775585 2177
2295616654 2197
