2373616238 0
4078021023 1
1013744496 18
2404323345 33
3926248772 46
3050607517 67
3228565167 68
3759885422 89
4027423496 90
1377431495 102
1318615826 118
2656687225 132
2088277668 146
2719893849 158
3272415855 177
2291227388 178
3414650535 196
3652641878 214
604047683 232
2820219649 252
182765284 274
1014466730 292
1394815074 293
1092655016 311
1655291746 332
2625444604 346
1779280164 347
2423934812 363
2631580793 375
3015970598 388
546353045 403
538184833 420
3289844306 436
3901253502 450
3328227999 471
1598954863 489
3865793591 504
3739990565 505
3657643915 520
2887594613 533
1359176060 534
2887576566 535
3657820830 548
2039636066 566
2192904479 587
1704089964 604
3063859945 626
788213656 641
2942436894 662
1346933507 681
2942859685 702
3399225331 703
2725328874 724
1565659739 742
610976827 757
1752146405 772
3104477461 788
2195298926 789
536609041 805
1236930233 820
1414077348 821
1023283892 836
3157419123 856
4047057909 878
1732190345 894
3127707977 915
1082365202 935
2134057061 954
4108628760 975
1306171287 995
3546607477 996
3622633036 1016
2612235252 1017
4170660448 1038
3793340248 1057
661006343 1076
3744964767 1097
1447545791 1117
1548923635 1118
1676125901 1138
2886510711 1155
2935932499 1170
1266725 1184
1905228384 1185
493398793 1206
240481549 1207
568590836 1228
1002039652 1245
1207423500 1267
3017993837 1284
2218419521 1298
1661858312 1310
1120512042 1311
3638557467 1312
3032313720 1313
3135808572 1325
3762087934 1339
184640950 1340
2484092381 1354
3703082594 1366
291929019 1367
2669828423 1368
2246145015 1369
1589244887 1370
3112371147 1389
557937595 1390
1793646908 1391
1812617559 1392
4161889180 1411
1682613290 1412
3620292409 1413
4216120898 1414
9578627 1433
2878458006 1434
981646053 1453
3327239511 1454
1096949925 1473
1094478907 1474
255806021 1485
893059263 1486
3738186950 1505
1918200182 1506
780406752 1507
3519383434 1519
3572521560 1538
2043301388 1554
3035925756 1555
1570086304 1574
3487089988 1588
1412137508 1589
189723444 1603
4057173417 1619
3187509921 1640
3793077427 1660
3610958248 1677
1102075808 1692
1139631023 1706
13793406 1707
2068971902 1728
1353143568 1749
1509893366 1750
330190178 1771
2270195495 1772
1561144079 1793
307646962 1808
868685739 1809
3695945623 1810
527184358 1825
3376921670 1843
2981910808 1858
1974970442 1859
2228564015 1874
3951722965 1875
2988706602 1897
1621935933 1898
2069205351 1916
3897018489 1917
1066038814 1935
2893320204 1956
3662130587 1970
1121303013 1991
1642687704 2011
62101888 2025
4194788423 2037
2944704714 2049
3580445346 2062
3930562529 2077
3166854164 2096
1335792027 2097
3600826762 2098
2442539566 2119
383775585 2135
2295616654 2155
